iter	Logloss
0	0.6881132735
1	0.6840063866
2	0.6803880245
3	0.6770208643
4	0.6740826546
5	0.6691840152
6	0.6660870085
7	0.6628318949
8	0.6579043612
9	0.6545087124
10	0.6511042169
11	0.6475269236
12	0.6438157914
13	0.6408874836
14	0.6374353449
15	0.635032248
16	0.6313031785
17	0.6276639167
18	0.624395005219	0.6257567304
20	0.6221662887
21	0.618825669
22	0.6162065547
23	0.6128010442424	0.6096835032525	0.6066323544
26	0.6032265196
27	0.6006002223
28	0.5973826469
29	0.594464647
30	0.5917877847
31	0.5893911402
32	0.5870566267
33	0.5842499429
34	0.5818364569
35	0.5797809033336	0.5778129253337	0.57548178
38	0.5723789702
39	0.5702082857
40	0.5683551951
41	0.565585806
42	0.5627501873
43	0.5601554627
44	0.5579036956
45	0.5553601853
46	0.5526736645
47	0.5507695218
48	0.545197426
49	0.5439080989
50	0.5416517055
51	0.5385449998
52	0.5368616226553	0.5350404293
54	0.5321724263
55	0.5303597958556	0.5282403662
57	0.5262857802
58	0.5235967839
59	0.5212705896
60	0.5182658256
61	0.5165820832
62	0.5140814274
63	0.5123271536
64	0.5099166302
65	0.5089780566	66	0.4996860167	67	0.4977991636868	0.4959256596969	0.4943931257070	0.4919148707171	0.49009688372	0.4935402566773	0.4915837227
7474	0.48411596575	0.4867905556
76	0.4852392318
77	0.4823864064
78	0.480170676
79	0.4782422654
80	0.4760656154
81	0.4743332964
82	0.4720395677
83	0.4702669509
84	0.46859587
85	0.4670204812
86	0.4650382996
87	0.4629675683
88	0.4611781912
89	0.4592726687
90	0.4568431124
91	0.4544851831
92	0.4527164216
93	0.4507460899
94	0.4485851856
95	0.447227478
96	0.445577662
97	0.4438417313
98	0.4422049827
99	0.4404751392
100	0.4383815197
101	0.4368251638
102	0.4354884777
103	0.4338899978
104	0.4326225443
105	0.4312318031
106	0.4295760621
107	0.4272335539
108	0.4258348993
109	0.4248524524
110	0.4229879176
111	0.4214725089
112	112	0.4210043113	113	0.4200005114	114	0.418600115	0115	0.416880116	0116	0.4155472695
117	0.413971118	0118	0.4130903203
119	0.41109120	0.120	0.40957121	0.121	0.4078880878
122	0.4062401792
123	0.4044034836
124	0.4033616249
125	0.4021285037
126	0.4012694663
127	0.39968128	0128	0.397813129	0129	0.396295130	0130	0.395419131	0131	0.394395132	0132	0.392968133	0133	0.391307134	0134	0.390061135	0.3898237512
136	0136	0.388291137	0137	0.387019138	0138	0.386030139	0139	0.384768140	0.3829295382
141	0.3821559663
142	0.3812597153
143	0.3800728575
144	0.3792748553
145	0.3784517329
146	0.3772489669
147	0.3760757446
148	0.3745957638
149	0.3733087905
150	0.3721065927
151	0.370777333
152	0.3696972867
153	0.3681735992
154	0.3669682767
155	0.3658245168
156	0.3643165751
157	0.3635529051
158	0.3623742043
159	0.3612554834
160	0.3604916512
161	0.3594271477
162	0.3581941483
163	0.3572598721
164	0.3558606087
165	0.3544897932
166	0.3536323791
167	0.3529589227
168	0.3518485211
169	0.3510962141
170	0.3499130493
171	0.3488716775
172	0.3479061533
173	0.3468660395
174	0.3459489701
175	0.3446902823
176	0.3438783199
177	0.3432297402
178	0.3423699318
179	0.3412711367
180	0.3406094896
181	0.3396374114
182	0.3392440309
183	0.3382253444
184	0.3376320169
185	0.3362782864
186	0.3355504097
187	0.3345332653
188	0.3338406137
189	0.3330247757
190	0.3318318915
191	0.3310718536
192	0.3301040162
193	0.3292705861
194	0.3280672114
195	0.3274984157
196	0.3267736841
197	0.3264701519
198	0.3257646764
199	0.3247944852
200	0.3238853698
201	0.322868408
202	0.3223397072
203	0.3214053093
204	0.3205975066
205	0.3194719071
206	0.3186760152
207	0.3176758137
208	0.3170401593
209	0.3163520326
210	0.315739936
211	0.3148258493
212	0.3138534465
213	0.3130284167
214	0.3123502123
215	0.3116152946
216	0.3107043733
217	0.3100486918
218	0.3090539689
219	0.3080899259
220	0.3073608317
221	0.3066549707
222	0.3057066532
223	0.3047541355
224	0.3040009762
225	0.3031205116
226	0.3023824489
227	0.3013505327
228	0.3006983412
229	0.3003506762
230	0.2996597087
231	0.2989645613
232	0.2980989903
233	0.2974085706
234	0.2967512455
235	0.295961867
236	0.2953091276
237	0.2947836125
238	0.2942935862
239	0.2936029231
240	0.2928137475
241	0.2920285083
242	0.2913715281
243	0.2905720041
244	0.2902008422
245	0.2896683673
246	0.2889138688
247	0.2881059444
248	0.2871224424
249	0.2862766753
250	0.2857009807
251	0.2850656712
252	0.2842970097
253	0.2835284497
254	0.2826788679
255	0.282061516
256	0.2816693326
257	0.2812397734
258	0.2807032808
259	0.2798623836
260	0.279321143
261	0.2785636415
262	0.2778099141
263	0.2770480298
264	0.2766349671
265	0.2760444398
266	0.275378349
267	0.2746049597
268	0.2739608034
269	0.2731736975
270	0.2725273092
271	0.2720026057
272	0.2716102194
273	0.2710894727
274	0.2705903966
275	0.270113945
276	0.2695161535
277	0.2688330387
278	0.26844676
279	0.2678617924
280	0.2671051837
281	0.2664579838
282	0.2658006587
283	0.2652575716
284	0.2645642301
285	0.2640389382
286	0.2633711632
287	0.262596313
288	0.262152124
289	0.2615166928
290	0.2611325852
291	0.2606501072
292	0.260101501
293	0.2596613296
294	0.2590677383
295	0.2586760419
296	0.2581055418
297	0.2574730731
298	0.2570463952
299	0.256529037
300	0.2559572585
301	0.255460171
302	0.2549679533
303	0.2544801184
304	0.254026697
305	0.2534846042
306	0.2527541303
307	0.2520847726
308	0.2515209685
309	0.250899254
310	0.2503465287
311	0.249990312	0312	0.249481313	0.2504208157
314	0.2500312719
315	0.2494659834
316	0316	0.247828317	0.2485569892
318	0.2484096245
319	0.2475698612
320	0.2471653065
321	0.2466580004
322	0.2462868047
323	0.2459502264
324	0.2456787093
325	0.2450335083
326	0.2446188246
327	0.2442632365
328	0.2437365743
329	0.2432312972
330	0.2429205116
331	0.2423343696
332	0.2419062121
333	0.241345516
334	0.2409379344
335	0.2402855208
336	0.2397652852
337	0.2392831524
338	0.2388466786
339	0.2382943321
340	0.2377664986
341	0.23731259
342	0.2370275366
343	0.2366576302
344	0.2361980431
345	0.235675919
346	0.2352092865
347	0.2347057496
348	0.2341578057
349	0.2336926145
350	0.2331945606
351	0.2326268923
352	0.2318615623
353	0.2313584115
354	0.2307493813
355	0.2304367521
356	0.2299824392
357	0.229248414
358	0.2287989439
359	0.2283473797
360	0.2278113315
361	0.2275191369
362	0.2271922852
363	0.2269065632
364	0.2263703523
365	0.2258627106
366	0.2252580558
367	0.2249719876
368	0.2246740407
369	0.2244703133
370	0.2240093555
371	0.2236027705
372	0.2235177062
373	0.2231518636
374	0.2227873272
375	0.2226932774
376	0.2221740585
377	0.221782145
378	0.2213690754
379	0.2211172032
380	0.2207514912
381	0.220302848
382	0.2200337838
383	0.2193669062
384	0.2190304881
385	0.2186357395
386	0.2183287257
387	0.2180084488
388	0.2175861931
389	0.2172485483
390	0.2167980557
391	0.2164968908
392	0.2161001339
393	0.2156308606
394	0.394	0.21786395	0.2148827712
396	0.214708988
397	0.397	0.21669398	0.398	0.21620399	0399	0.215674400	400	0.2154186401	401	0.2150549381
402	0.2148017477
403	0.2145182021
404	0.2142845722
405	0.2139593693
406	0.2135285317
407	0.2131534739
408	0.2128450313
409	0.2124987663
410	0.2122488022
411	0.2118623612
412	0.2115867493
413	0.2113842254
414	0.2110331718
415	0.2106270689
416	0.2103735538
417	0.2099833387
418	0.2095719804
419	0.2093340285
420	0.208950408
421	0.2085641902
422	0.2084568511
423	0.2082745167
424	0.2079212513
425	0.207648257
426	0.2073325096
427	0.2070939084
428	0.2068474546
429	0.2066140073
430	0.2063420073
431	0.2059242979
432	0.2056460279
433	0.2052942235
434	0.2049239341
435	0.2046072737
436	0.2041869874
437	0.2037263424
438	0.203413456
439	0.2031417806
440	0.2027210276
441	0.2023424798
442	0.2020091402
443	0.2018049727
444	0.2013862894
445	0.2011195852
446	0.2007260221
447	0.200272479
448	0.2000544731
449	0.199685604
450	0.1993451	0.1968901397
452	0.1966868507
453	0.1962323914
454	0.1958389888
455	0.1955103565
456	0.1952689211
457	0.1948883382
458	0.1945390613
459	0.1940847036
460	0.1937122036
461	0.1935765762
462	0.1933696295
463	0.1932751735
464	0.1927416457
465	0.1923529831
466	0.1921719868
467	0.1920322975
468	0.1915684005
469	0.1911924888
470	0.190950031
471	0.1907164136
472	0.1901881316
473	0.1899889884
474	0.1897605765
475	0.189444576
476	0.1891047545
477	0.1888038097
478	0.1885964498
479	0.1883597506
480	0.188038679
481	0.1876449326
482	0.1873902663
483	0.1868298457
484	0.1863801284
485	0.1860859955
486	0.1858632546
487	0.1854836392
488	0.1853046411
489	0.1850269926
490	0.1846109585
491	0.1843349707
492	0.18412779
493	0.1840261965
494	0.1836868802
495	0.1834718752
496	0.183257412
497	0.1829211151
498	0.1825328107
499	0.1823531534
500	0.1821590788
501	0.1818577884
502	0.1816180118
503	0.1814544554
504	0.1812443279
505	0.1808984702
506	0.1806930348
507	0.1804423011
508	0.1800029675
509	0.179770136
510	0.1795333706
511	0.1793486372
512	0.1791080426
513	0.178840962
514	0.1786519819
515	0.1783168537
516	0.1780495656
517	0.1777795944
518	0.1776934654
519	0.1774635353
520	0.1771713546
521	0.1770011723
522	0.1768794129
523	0.1766808632
524	0.1763313315
525	0.1761104651
526	0.1758349579
527	0.1755711969
528	0.1751198674
529	0.1747537996
530	0.1744394416
531	0.1741382205
532	0.1738688113
533	0.1734829245
534	0.1732645577
535	0.1729852434
536	0.1727361351
537	0.1723881764
538	0.1722135285
539	0.171926453
540	0.1715686813
541	0.1712908833
542	0.1712130434
543	0.1709687376
544	0.170852055
545	0.1704587943
546	0.1701637639
547	0.1699646415
548	0.1698119054
549	0.1695739157
550	0.169354283
551	0.169087779
552	0.1688117092
553	0.1686758585
554	0.1683916737
555	0.1681854378
556	0.167891105
557	0.1677101775
558	0.1675030126
559	0.1673058801
560	0.1671877141
561	0.1669507708
562	0.1667148979
563	0.1664399325
564	0.1663281981
565	0.1662386959
566	0.1660169823
567	0.1658761571
568	0.1655016172
569	0.1652539495
570	0.1651665092
571	0.1649432365
572	0.1646025742
573	0.1643486029
574	0.1640236397
575	0.1637082535
576	0.1635318181
577	0.1634510087
578	0.163081178
579	0.1627523735
580	0.1625461654
581	0.1623141545
582	0.1619546956
583	0.1617020779
584	0.1613996206
585	0.1610475961
586	0.1607842244
587	0.1604561938
588	0.1601777518
589	0.1599216657
590	0.1598388322
591	0.1595518192
592	0.1593044296
593	0.1590121064
594	0.1587655986
595	0.1585302334
596	0.1583430111
597	0.1580123321
598	0.157729241
599	0.1574830624
600	0.1571835261
601	0.1569521856
602	0.1566460473
603	0.1564259094
604	0.1561262828
605	0.1558049097
606	0.1556198723
607	0.1554231297
608	0.1550740729
609	0.1547277194
610	0.1546159434
611	0.1543743112
612	0.154236803
613	0.1539346686
614	0.1536542322
615	0.15342929
616	0.1531478381
617	0.153004546
618	0.1527314419
619	0.1525308039
620	0.1521927667
621	0.1519970156
622	0.1518635914
623	0.151673621
624	0.1514217961
625	0.1510900379
626	0.1509133779
627	0.1507587723
628	0.1504839369
629	0.1502004931
630	0.1499579848
631	0.1497285461
632	0.1495340274
633	0.1493480237
634	0.1491285947
635	0.1489402939
636	0.1486496459
637	0.148452603
638	0.1482797407
639	0.1480673432
640	0.1479263817
641	0.147532851
642	0.1472671707
643	0.1471911164
644	0.1470290883
645	0.1467412887
646	0.1465951066
647	0.1464116163
648	0.1461863316
649	0.1460599691
650	0.1457843553
651	0.1457560876
652	0.1455264716
653	0.1452814296
654	0.14507113
655	0.144893001
656	0.1446037387
657	0.1442942777
658	0.1440155033
659	0.1437918888
660	0.1435767841
661	0.1432209633
662	0.1429023755
663	0.1426520266
664	0.1423428734
665	0.1421709698
666	0.1420112192
667	0.1418334441
668	0.1417602767
669	0.1414847229
670	0.1412493047
671	0.141066133
672	0.1408314131
673	0.1407354231
674	0.1405442657
675	0.1402363077
676	0.139981133
677	0.139765361
678	0.1397188927
679	0.1395601135
680	0.1393526528
681	0.1392302355
682	0.1390936482
683	0.1388043235
684	0.1387653502
685	0.1385091076
686	0.1382756769
687	0.1379955944
688	0.1377614837
689	0.1376230168
690	0.1375099288
691	0.1372783827
692	0.1371689581
693	0.1370004125
694	0.1366495708
695	0.1364082899
696	0.136283836
697	0.1361420962
698	0.1359130617
699	0.1357160132
700	0.1354971531
701	0.1352764456
702	0.1350384383
703	0.1348879527
704	0.1347493211
705	0.1346029466
706	0.1344591467
707	0.134231592
708	0.134064417
709	0.1338613866
710	0.1337113355
711	0.1335190863
712	0.1334211896
713	0.1332372509
714	0.1331380322
715	0.1330806931
716	0.1328831028
717	0.1327378277
718	0.1325309125
719	0.1324215061
720	0.1322479923
721	0.1320854652
722	0.1318752412
723	0.1317257093
724	0.1316162184
725	0.1314670661
726	0.1313329449
727	0.131205181
728	0.1309415449
729	0.1306914747
730	0.1305074206
731	0.1304062252
732	0.1301750544
733	0.1300718608
734	0.1299642299
735	0.1296876827
736	0.1294770178
737	0.1293300138
738	0.1291754246
739	0.1290624268
740	0.1288605834
741	0.1287042596
742	0.1284981228
743	0.1283483057
744	0.128169893
745	0.1280273912
746	0.1278137145
747	0.1276194885
748	0.1274657912
749	0.1273418968
750	0.1270821675
751	0.1268840971
752	0.1267277374
753	0.126548412
754	0.1264026342
755	0.1262427915
756	0.1260326325
757	0.1259009214
758	0.1258116487
759	0.1256868373
760	0.1255545641
761	0.1253884816
762	0.1251297281
763	0.1249860714
764	0.1247760562
765	0.124607833
766	0.1243905094
767	0.1241922435
768	0.1239696785
769	0.1237523449
770	0.1236062334
771	0.1233093316
772	0.1231199686
773	0.1229029471
774	0.1228637456
775	0.1226305917
776	0.1225141697
777	0.1223097983
778	0.1221067477
779	0.1218940171
780	0.1216705981
781	0.1214683838
782	0.1212473061
783	0.1210874748
784	0.1209202557
785	0.1208063314
786	0.1206945017
787	0.1205056899
788	0.1204019716
789	0.1201987601
790	0.1199780368
791	0.1197511305
792	0.1195678471
793	0.1193897182
794	0.1191969883
795	0.119071097
796	0.1189867567
797	0.1188560617
798	0.1186752036
799	0.1184748777
800	0.11834561
801	0.1181344254
802	0.117938188
803	0.1177600736
804	0.1176620451
805	0.1174246174
806	0.1171974852
807	0.1170360361
808	0.1168549994
809	0.1167173651
810	0.1165555318
811	0.1164410171
812	0.116399191
813	0.1162536718
814	0.1160864174
815	0.1159636772
816	0.1157737863
817	0.115683017
818	0.1155150479
819	0.1153503076
820	0.1152127111
821	0.1150875205
822	0.1149926703
823	0.1148626388
824	0.1147449458
825	0.1145378282
826	0.1144800766
827	0.1142010386
828	0.1140678963
829	0.1139872011
830	0.1138795885
831	0.113746228
832	0.1135865078
833	0.1134838301
834	0.1132729331
835	0.1131811041
836	0.1130201337
837	0.1128240061
838	0.1126427247
839	0.112438135
840	0.1122424943
841	0.1119890213
842	0.1118498366
843	0.1116159505
844	0.1114511881
845	0.1112455678
846	0.1111230762
847	0.110967399
848	0.1107517538
849	0.1106613729
850	0.1105189084
851	0.110465485
852	0.1103603676
853	0.1101586882
854	0.1099730484
855	0.1098595473
856	0.1097433239
857	0.1095528577
858	0.1093341598
859	0.1092434409
860	0.1090152629
861	0.1088740523
862	0.1087231914
863	0.1086170711
864	0.1084659945
865	0.1083479066
866	0.1081764357
867	0.1079425168
868	0.1078105477
869	0.1076449528
870	0.107440893
871	0.1073695087
872	0.1071575003
873	0.1069920669
874	0.1067618743
875	0.1066467106
876	0.1065732386
877	0.1063924618
878	0.106253986
879	0.1060239815
880	0.1058826951
881	0.1057406178
882	0.1056367998
883	0.1055066258
884	0.1053909057
885	0.1052942781
886	0.1051719428
887	0.1051147691
888	0.1049489433
889	0.1048473101
890	0.1047234952
891	0.1045974638
892	0.1044288678
893	0.1043214546
894	0.1040980841
895	0.1039871085
896	0.1038149715
897	0.1037242022
898	0.1036063641
899	0.1034350647
900	0.1033329838
901	0.103075421
902	0.1029093152
903	0.1027853325
904	0.1026446214
905	0.1025248999
906	0.1024255525
907	0.1023075202
908	0.1021659488
909	0.1020052496
910	0.1018580167
911	0.1017473993
912	0.1016404326
913	0.1014920732
914	0.1013710675
915	0.101155334
916	0.1009756976
917	0.1008451351
918	0.1007098685
919	0.1006091802
920	0.1004616861
921	0.1002762318
922	0.1001158732
923	0.1000550664
924	0.09988237815
925	0.09978472997
926	0.09965224998
927	0.09950665822
928	0.09938726854
929	0.09925997699
930	0.09908631239
931	0.0989135283
932	0.09875857767
933	0.0987168582
934	0.09863796814
935	0.09850926879
936	0.0983791263
937	0.0982485915
938	0.09816656794
939	0.09805182553
940	0.09793716511
941	0.09779939071
942	0.0976832077
943	0.09766035357
944	0.09749490748
945	0.09726798345
946	0.09713666401
947	0.09694144587
948	0.09679121441
949	0.09668922424
950	0.09659239224
951	0.09644859682
952	0.0963850917
953	0.09626330774
954	0.09612797177
955	0.09605839139
956	0.09592592022
957	0.09584573715
958	0.09573943779
959	0.09560848418
960	0.09547883745
961	0.09529680802
962	0.0951363233
963	0.09499642963
964	0.09488918542
965	0.09481373161
966	0.09476007356
967	0.0946077203
968	0.09450260798
969	0.09436191957
970	0.09421680339
971	0.09408589898
972	0.09390361599
973	0.09377528498
974	0.09360872501
975	0.09349239945
976	0.09332648408
977	0.09319474457
978	0.09311283329
979	0.09302813666
980	0.09288522175
981	0.09276748713
982	0.09270699945
983	0.09261800751
984	0.0924147563
985	0.09231619482
986	0.09224578943
987	0.09216635189
988	0.09212111544
989	0.09203085571
990	0.0919633492
991	0.09182524303
992	0.09173575911
993	0.09161759937
994	0.09153177625
995	0.09138437175
996	0.09125181355
997	0.09113074484
998	0.09102983071
999	0.09088061979
791663799
999	0.08785712465
3
2
